DeviceModeId,DeviceTypeId,DeviceModeCode,DeviceModeName,Manufacturer,RatedPower,FactoryModeName
B222504E-3E9C-4CA8-98D3-6BC027BE3394,4E852BF7-FDAA-4D8C-A13C-4EFD09E4F9F3,32,FFC3-301391,兰吉尔仪表系统有限公司,NULL,
CB958FE4-10B8-4F56-83BE-6C03A173EF97,41042D23-F3AF-4DC1-AB23-A97950B6DD60,6,XE112-2000-JP,湘电,2000.0000,XE112-2000
302EA60B-E891-4A1A-9F83-6D164331B78C,4E852BF7-FDAA-4D8C-A13C-4EFD09E4F9F3,33,Landis+Gyr E650,兰吉尔仪表系统有限公司,NULL,
6AD706F2-6295-43FD-BC51-6DC06E772991,4E852BF7-FDAA-4D8C-A13C-4EFD09E4F9F3,23,DTZ341 0.5级、双向多功能电能表,长沙威盛集团有限公司,NULL,DTZ341 0.5级、双向多功能电能表
CA395D8F-A1E1-4609-B782-6F54EB2BBA22,C8B96B26-9DC8-4B91-8655-22FF6E02A593,3,ZGS11-ZF-2200/35,特变电工,NULL,ZGS11-ZF-2200/35
8DA9518E-7302-409D-AA58-6F74369CFE76,73F532E2-27D5-488C-A618-C84A164C5A6A,20,JL/G1A-150,江苏大全股份有限公司,NULL,JL/G1A-150
191FB31F-3BB4-4703-9BD3-6FF4E1D7E3A5,9E8DC174-A7AC-49E0-B94A-0B4CDC003CBF,9,TMY-80x10,哈尔滨九洲电气股份有限公司,NULL,TMY-80x10
0DA4C777-E66E-405F-8E76-70485D34F519,9E8DC174-A7AC-49E0-B94A-0B4CDC003CBF,7,TMY-100*8,山东泰开,NULL,TMY-100*8
0B0D36E0-AE70-47BD-997D-72528B8829F5,73F532E2-27D5-488C-A618-C84A164C5A6A,11,LW58-252(W)/T4000-50,江苏如高高压电器有限公司,NULL,LW58-252(W)/T4000-50
07953911-3A6F-4B26-9677-729EEB671261,E084FF31-2F1B-4E8B-BFA1-9C82E7B5CE84,6,ZN85-40.5,江苏大全长江电器股份有限公司,NULL,ZN85-40.5
C9243B02-4476-4887-9259-72CBB4885271,43A89653-168B-46D9-B47D-0B6C773C3AF9,6,XC680-NA 680kVA,Schneider Electric,NULL,
88D805C3-2ABD-4CB4-8963-731D1D0BC13C,0C109926-7918-4B91-9FB1-2F71B28BACD0,11,EC-8410,上海铱控自动化系统工程有限公司,NULL,
89C15A88-006F-44CB-8C48-738C362753E2,9BF1D5DF-57F1-4903-B69C-A29329CF6BA3,11,BWXH-Z35/25A-400/0.4,河北博为电气有限公司,NULL,BWXH-Z35/25A-400/0.4
B7DDE959-0E27-4B8B-8CB1-74957A8116CB,FA7DC619-9F2C-43FB-9E2A-F7166660DDE0,9,QXZ,动力协合,NULL,
EFC270BC-AE2C-4398-A823-75FC9C1972C6,641917AE-A7B4-4CA6-8141-B50BC3DEA9D4,8,PowerEdge R220,东润环能,NULL,PowerEdge R220
36999716-87F2-4218-AB76-765E1B7651B0,EE1DCF6C-E060-466F-A5CF-72C4EDAC2B26,1,东润环能测风塔70,东润环能,NULL,东润环能测风塔70
50D2058B-3651-4BB3-B691-76BA963A9A76,7009BB03-B1A3-4EB7-A8C7-342C1F03DCA8,13,SW001(污水处理系统),南召皇后,NULL,SW001(污水处理系统)
F6F99603-2283-4124-B427-76C559B0A61B,41042D23-F3AF-4DC1-AB23-A97950B6DD60,29,G97-CⅡ2.0MW,歌美飒,2000.0000,G97-CⅡ2.0MW
213B402A-A0C9-49B4-8664-770AE39FD735,0C109926-7918-4B91-9FB1-2F71B28BACD0,13,AVC-6000,安徽立卓智能电网科技有限公司,NULL,AVC-6000
1FE49E27-7753-4D62-AE4B-775992519343,EF6594F0-8DAF-40B5-93A3-144F12EE8E6C,16,SZ11-25000/110GY,山东鲁能,NULL,
64A86854-02EC-4AF5-8BDA-78619920F222,EF6594F0-8DAF-40B5-93A3-144F12EE8E6C,2,Huadeng_FSZ11-100000/220,三变科技股份有限公司,NULL,FSZ11-100000/220
D20AB3B8-B60C-469E-9500-7BCD74A64EBF,B2BAC1C7-CA76-4150-9274-1B82C55DA90F,15,Canadian Solar 300W,"Canadian Solar ",NULL,
4B15D5F6-3349-4A23-B041-7C2F2B798F82,9E8DC174-A7AC-49E0-B94A-0B4CDC003CBF,10,PCS-915NAL-1A,南瑞继保,NULL,PCS-915NAL-1A
304E0B97-7E37-43EA-B5B5-7D19F897E98B,9BF1D5DF-57F1-4903-B69C-A29329CF6BA3,12,DKS9-1000/37-250/0.4,河北旭辉电气股份有限公司,NULL,DKS9-1000/37-250/0.4
CD13C95E-8423-4ACC-8502-7D480C4DC38F,9E8DC174-A7AC-49E0-B94A-0B4CDC003CBF,18,JDQXF3-220,山东泰开,NULL,JDQXF3-220
068C3A2B-5571-48BD-8EAA-7E56C85B18E0,C8B96B26-9DC8-4B91-8655-22FF6E02A593,20,1400kVA 13.2kV-380VAC,SquareD,NULL,1400kVA 13.2kV-380VAC
EC178751-3FED-4F23-99C9-7E9EFE66F6E0,7009BB03-B1A3-4EB7-A8C7-342C1F03DCA8,22,干巴拉光伏站,山东鲁能泰山电力设备有限公司,NULL,干巴拉光伏站
40A2D873-D657-4531-AEE3-7EEF8117B928,641917AE-A7B4-4CA6-8141-B50BC3DEA9D4,20,PRS-7961B-2M-24T-Q1-1P,长园深瑞继保自动化有限公司,NULL,
88A35409-6DAB-4A3A-BD89-7F564EE5B2A5,C8B96B26-9DC8-4B91-8655-22FF6E02A593,12,DQF-2150/37,江苏大全长江电气股份有限公司,NULL,DQF-2150/37
91DA7470-5FF1-492C-8CB7-80D8574C3DCB,43A89653-168B-46D9-B47D-0B6C773C3AF9,8,XC680-NA 681kVA,Schneider Electric,NULL,XC680-NA 681kVA
D575C1C3-2A3D-4E08-8078-8100CE1C8D3C,E084FF31-2F1B-4E8B-BFA1-9C82E7B5CE84,25,JD,北京动力协合,NULL,
C626DDF9-AA45-4F83-A098-828AAC58F8B8,458FB3C3-32BC-48FF-B910-C318C461E635,6,SPB16B1-M,厦门科华恒盛,NULL,SPB16B1-M
304EE1FA-6E51-48A4-8192-831B674B5ACE,4E852BF7-FDAA-4D8C-A13C-4EFD09E4F9F3,27,A8332-8F2D Flex IO Monitoring KYZ Pulse Meter,Obvius,NULL,
5E99E95B-838B-4FFE-A216-8370138CDAA6,EF6594F0-8DAF-40B5-93A3-144F12EE8E6C,4,SFZ11-100000/110,特工变电衡阳变压器有限公司,NULL,SFZ11-100000/110
7CFA58C8-D13D-41B9-9794-83A7E69252FB,C8B96B26-9DC8-4B91-8655-22FF6E02A593,14,2400kVA箱式变电站（美式）YBB-40.5,河南森源,NULL,2400kVA箱式变电站（美式）YBB-40.5
45A3D672-1638-45B1-920D-8439772D7895,9BF1D5DF-57F1-4903-B69C-A29329CF6BA3,16,S11-315/37,济南济变志亨电力设备有限公司,NULL,S11-315/37
2FA54214-FE65-46ED-9A50-84E036507EBF,7009BB03-B1A3-4EB7-A8C7-342C1F03DCA8,24,措美协合光伏电厂,措美协合太阳能发电有限公司,NULL,
FF2D3976-7B82-405A-9C92-855A77E3897E,73F532E2-27D5-488C-A618-C84A164C5A6A,1,XGN8-40.5（Z）/T1600-31.5,北京北开电气股份有限公司,NULL,XGN8-40.5（Z）/T1600-31.5
15BA626E-80DD-4386-BEAA-8682CF74ADE1,95E6DBCE-806D-4BE4-AC86-3CA2FBA5502C,9,DLSVG12000/35,大力电工襄阳股份有限公司,NULL,DLSVG12000/35
3675DC8F-C101-4ABE-88B8-86D85C45A6FA,41042D23-F3AF-4DC1-AB23-A97950B6DD60,5,XE105-2000-HLG,湘电,2000.0000,XE105-2000
F0CBDE18-777E-43EF-943F-86E154B78332,E084FF31-2F1B-4E8B-BFA1-9C82E7B5CE84,19,KYN64-40.5,江苏花冠电器集团有限公司,NULL,KYN64-40.5
3AA31628-F89A-4B44-A73B-87375CE813B0,641917AE-A7B4-4CA6-8141-B50BC3DEA9D4,21,3E-400,东润环能,NULL,
7BA147E0-0F42-498F-BCE5-89A535968C74,B273F5A4-FF7E-4D08-89C3-3D36D07140DB,5,CMS,威锐达,NULL,
69949A1F-7084-41BD-A7A6-8A75C89D28F0,C8B96B26-9DC8-4B91-8655-22FF6E02A593,6,ZGS11-ZF-2150/35,特变电工衡阳变压器有限公司,NULL,ZGS11-ZF-2150/35
DB01DF09-0408-4B1A-9F6D-8B5CCCFFF7C9,C8B96B26-9DC8-4B91-8655-22FF6E02A593,2,ZGSB11-Z.F-1600/35,山东泰开箱变有限公司,NULL,ZGSB11-Z.F-1600/35
6DE26CAE-AE0F-49C1-A363-8C31C4B48F60,4E852BF7-FDAA-4D8C-A13C-4EFD09E4F9F3,10,EDMI MK6E GENIUS,上海仁厚电子有限公司,NULL,EDMI MK6E GENIUS
B5EF2103-B93A-4DC6-B463-8C5165CF525C,C8B96B26-9DC8-4B91-8655-22FF6E02A593,19,ZBWS#1-4,江苏大全箱变科技有限公司,NULL,ZBWS#1-4
A03A8113-9B41-4A22-AAB8-8C73E48218EF,7009BB03-B1A3-4EB7-A8C7-342C1F03DCA8,5,五河协合饮马湖风电厂,中国风电集团,NULL,五河协合饮马湖风电厂
77133CED-A6DD-46E8-BECC-8C8CA7C2FB30,43A89653-168B-46D9-B47D-0B6C773C3AF9,12,PVI 82KW,Solectria,NULL,
D5DEB01D-4B9C-4CB8-81E7-8E8A0640CD3B,73F532E2-27D5-488C-A618-C84A164C5A6A,21,LW36-126kV-2000A,正泰电器,NULL,LW36-126kV-2000A
97948BC4-4FFB-4426-9FDB-8F91B706508B,4E852BF7-FDAA-4D8C-A13C-4EFD09E4F9F3,7,MK6E,EDMI,NULL,MK6E
4BD16A36-7CA2-4B8F-87A3-8FD1247183AA,C8B96B26-9DC8-4B91-8655-22FF6E02A593,24,S11-1100/35,江苏大全箱变科技有限公司,NULL,S11-1100/35
7B57F15C-CDB3-40B6-9BB9-9058FF0D8AA1,41042D23-F3AF-4DC1-AB23-A97950B6DD60,35,GW115/2000_huanghou,金风,2000.0000,GW115/2000
DD26045A-0F97-4157-8EB1-9076F2A7558A,C8B96B26-9DC8-4B91-8655-22FF6E02A593,7,ZGS11-Z.G-1100/35,山东鲁能泰山电力设备有限公司,NULL,ZGS11-Z.G-1100/35
BB9DAC41-EEE0-43E9-8948-93081824B31B,73F532E2-27D5-488C-A618-C84A164C5A6A,4,PGV1-40.5/630-31.5,平高集团,NULL,PGV1-40.5/630-31.5
54F96B72-22A3-45A8-BE27-93433B8D555A,41042D23-F3AF-4DC1-AB23-A97950B6DD60,21,FD77-1500,常牵,1500.0000,FD77-1500
A9109095-2321-4F2E-943B-9774BE56820B,FA7DC619-9F2C-43FB-9E2A-F7166660DDE0,7,CR1000_XT,曙光新航,NULL,CR1000_XT
1157EF5C-81AE-4B94-B940-97FF84C87E75,9BF1D5DF-57F1-4903-B69C-A29329CF6BA3,8,DKSC-900-400/35,思源电气股份有限公司,NULL,DKSC-900-400/35
65F2948A-8E1D-4F19-A376-98E6283A5FBE,7009BB03-B1A3-4EB7-A8C7-342C1F03DCA8,11,SS001(视频监控系统),南召皇后,NULL,SS001(视频监控系统)
7EF690F1-6FC1-4232-9488-9972E44F51D3,0C109926-7918-4B91-9FB1-2F71B28BACD0,9,NECExpress5800/GT110d,南京南瑞继保工程技术有限公司,NULL,NECExpress5800/GT110d
401E0372-28C3-4D05-B95B-99AD658FC039,C8B96B26-9DC8-4B91-8655-22FF6E02A593,18,ZBWS,江苏大全箱变科技有限公司,NULL,ZBWS
DDCDDE69-599B-4D9B-915E-99B2F72B6361,C8B96B26-9DC8-4B91-8655-22FF6E02A593,23,ZGS-Z-1100/10.5,宁波天安变压器有限公司,NULL,ZGS-Z-1100/10.5
90189223-B6A1-4B66-A02E-9A51EE3D0B74,43A89653-168B-46D9-B47D-0B6C773C3AF9,3,TC500KH,特变电工,NULL,TC500KH
3BF79DB4-BC11-484F-BD88-9A674BDE6A19,95E6DBCE-806D-4BE4-AC86-3CA2FBA5502C,21,FC_DRQZ,中国南车,NULL,FC_DRQZ
D20F971F-9F4E-421A-A46A-9ADBDC0C811B,73F532E2-27D5-488C-A618-C84A164C5A6A,16,KYN61C-40.5,江苏华冠电器集团有限公司,NULL,KYN61C-40.5
DCBA5955-108E-4788-9499-9B0BBE656D5A,B2BAC1C7-CA76-4150-9274-1B82C55DA90F,4,LW6P60-270,光为,NULL,LW6P60-270
B5E9BF9C-BDF4-4D0F-8851-9B38DA0B7F26,EE1DCF6C-E060-466F-A5CF-72C4EDAC2B26,4,NRG-ipack,动力协合,NULL,NRG-ipack
F57EA4D1-275E-4E1E-A0AF-9C430E4043EC,C8B96B26-9DC8-4B91-8655-22FF6E02A593,22,ZGS11-Z.F-2200/35,特变电工衡阳,NULL,
29B8AFD3-79C7-4D30-B3A8-9CCA29057DAA,9E8DC174-A7AC-49E0-B94A-0B4CDC003CBF,2,KYN61,西电宝鸡电气有限公司,NULL,KYN61
6F56B198-7644-4A8B-9A47-9CD20A8FEE59,FA7DC619-9F2C-43FB-9E2A-F7166660DDE0,10,JLC-QXI,锦州利诚环境检测仪,NULL,JLC-QXI
25D5CC25-4FBE-4301-B0A5-9CD89ADDA592,9BF1D5DF-57F1-4903-B69C-A29329CF6BA3,6,DKSC-800/35-313/0.4,河北博为电气有限公司,NULL,DKSC-800/35-313/0.4
40832746-452E-40FE-A379-9E3C3509FEB6,B2BAC1C7-CA76-4150-9274-1B82C55DA90F,9,SW 280 MONO,SolarWorld,NULL,
A3176DCA-1B96-40C9-B045-9EB784DA0626,73F532E2-27D5-488C-A618-C84A164C5A6A,19,KYN28-12,江苏大全股份有限公司,NULL,KYN28-12
ADF92B31-EC04-4320-9E18-9F0C4BFDC942,FA7DC619-9F2C-43FB-9E2A-F7166660DDE0,1,JLC-QX1,锦州利诚,NULL,JLC-QX1
088BDADE-EC76-4365-AB95-9F9A58703126,41042D23-F3AF-4DC1-AB23-A97950B6DD60,34,MY2.0Se/110-85_xinguang,明阳,2000.0000,MY2.0Se/110-85
57EA6D92-0599-4C5A-928B-A0179BF83D62,C8B96B26-9DC8-4B91-8655-22FF6E02A593,16,ZGS-Z.G-1100/38.5,山东泰开,NULL,ZGS-Z.G-1100/38.5
62E52DC2-A8A1-4654-BDD9-A09D39EB9C03,C8B96B26-9DC8-4B91-8655-22FF6E02A593,17,ZGS11-Z-F-2200/35,特变电工,NULL,ZGS11-Z-F-2200/35
396D0A9F-301D-4AF2-A3F4-A1D852E1AC4C,4E852BF7-FDAA-4D8C-A13C-4EFD09E4F9F3,18,DSSD331,湖南威盛,NULL,
5688D8F3-74E8-46DD-BA5B-A1FF93409785,E084FF31-2F1B-4E8B-BFA1-9C82E7B5CE84,11,KYN61,西电宝鸡电气有限公司,NULL,KYN61
855B8022-D007-41AA-8BFE-A2B80A1A5E34,EF6594F0-8DAF-40B5-93A3-144F12EE8E6C,1,FSZ11-100000/220,三变科技股份有限公司,NULL,FSZ11-100000/220
090E271F-EBF0-4A6A-8FEA-A2C7118A5C64,E084FF31-2F1B-4E8B-BFA1-9C82E7B5CE84,3,i-AY1-40.5-12,中国长城电工、天水长城开关厂有限公司,NULL,i-AY1-40.5-12
840CE9E4-7508-41E8-A714-A3BEEA000B04,7009BB03-B1A3-4EB7-A8C7-342C1F03DCA8,9,SJ001(交直流电源系统),南召皇后,NULL,SJ001(交直流电源系统)
E2704B74-0564-49BF-BAD2-A3EB24C98D53,9E8DC174-A7AC-49E0-B94A-0B4CDC003CBF,5,TMY-100x10,西电光电缆,NULL,TMY-100x10
9A19535C-EDD2-4CB0-977C-A424B7FD7B71,B2BAC1C7-CA76-4150-9274-1B82C55DA90F,11,STP175S-24/AB-1,Suntech,NULL,
ED6FA95F-3937-4996-8083-A518CE341C12,6F131376-CBD2-4CC0-9E0B-C27B9C55B348,1,SG60KTL-M,阳光电源股份有限公司,NULL,SG60KTL-M
FDB66EE4-0F55-4544-B640-A6AC3C2BAAA6,4E852BF7-FDAA-4D8C-A13C-4EFD09E4F9F3,21,E650 0.2级,兰吉尔仪表系统(珠海）有限公司,NULL,E650 0.2级
7C09FACC-42EE-4394-8827-A6C2E78F6719,9E8DC174-A7AC-49E0-B94A-0B4CDC003CBF,16,XGN49-40.5(Z),宁波天安,NULL,
0D04F44E-1BAF-4C67-9EC5-A6CD45E44DE8,E084FF31-2F1B-4E8B-BFA1-9C82E7B5CE84,21,"Special Order - 15KV, 1200A",Shallbetter,NULL,
C5BCE5D1-0567-4974-9A29-A75D269FFACE,95E6DBCE-806D-4BE4-AC86-3CA2FBA5502C,6,"S11-10000/35,10MVA",南京南瑞继保电气有限公司,NULL,"S11-10000/35,10MVA"
8141E499-CE2C-4716-ADD9-A773E4EF1E35,641917AE-A7B4-4CA6-8141-B50BC3DEA9D4,18,PRS-7051,长园深瑞,NULL,PRS-7051
00981F33-D747-4995-BFA7-A78DD9D1FC61,0C109926-7918-4B91-9FB1-2F71B28BACD0,17,PCS-9700,南瑞继保,NULL,PCS-9700
2053C0B2-720B-4CB7-9011-A84943AFD6C6,C8B96B26-9DC8-4B91-8655-22FF6E02A593,28,ZGSB11-ZF-2200/35,正泰电气股份有限公司,NULL,
9C480A92-D8E2-46E2-804D-A91820D71951,641917AE-A7B4-4CA6-8141-B50BC3DEA9D4,2,3E-ICR-100,东润环能,NULL,3E-ICR-100
9BABF45F-7ACD-4881-A599-A99B85DAA0F0,0C109926-7918-4B91-9FB1-2F71B28BACD0,7,SPSGC-3000,北京国能日新系统控制技术有限公司,NULL,SPSGC-3000
DAAC29D0-49C0-4C06-89AD-AA773BF0965C,E084FF31-2F1B-4E8B-BFA1-9C82E7B5CE84,7,HLGJD01,平高集团,NULL,HLGJD01
39DD1C11-53BB-48D2-80EF-AA9CCAA80F91,641917AE-A7B4-4CA6-8141-B50BC3DEA9D4,13,CGD,北京木联能,NULL,CGD
0A4CC440-1C99-4C15-B367-AADACFC545CA,0C109926-7918-4B91-9FB1-2F71B28BACD0,10,CSC-800WS,北京四方,NULL,CSC-800WS
961B8C1A-DA3D-4B1C-9679-ABF036D35F29,9BF1D5DF-57F1-4903-B69C-A29329CF6BA3,22,ZN85A-40.5/T1250-31.5,西电宝鸡,NULL,
3D22FD63-5993-4656-95AD-AC94B0C4A4F4,EF6594F0-8DAF-40B5-93A3-144F12EE8E6C,7,SZ11-63000/220,西电济南变压器股份有限公司,NULL,SZ11-63000/220
BF0C0EA1-9AFA-4F92-94B2-ACCC4DDDB212,95E6DBCE-806D-4BE4-AC86-3CA2FBA5502C,4,S11-10000/36.75,鲁特电工股份有限公司,NULL,S11-10000/36.75
CC3237FB-F9F0-4495-B0C0-ADB528E036D6,C8B96B26-9DC8-4B91-8655-22FF6E02A593,27,ZGS11-Z·G-1100/35,山东泰开,NULL,
1BF187A5-49AB-4587-ABB0-AE94A252F5BE,C8B96B26-9DC8-4B91-8655-22FF6E02A593,29,"500kVA,275V TO 24.9kV",ABB,NULL,
CED8940F-6149-41C8-B8EA-AED0F0908BF8,7009BB03-B1A3-4EB7-A8C7-342C1F03DCA8,23,华坪干箐,华坪协合光伏发电有限公司,NULL,华坪干箐
232B81F0-DC91-4763-BF87-AF0B0C3CDA12,E084FF31-2F1B-4E8B-BFA1-9C82E7B5CE84,14,ZN85A-40.5/T1250-31.5,西电宝鸡,NULL,
5B13A357-1676-4166-BAFA-AF5B884535E9,B2BAC1C7-CA76-4150-9274-1B82C55DA90F,14,TPS-P6U(60)-270w,陕西拓日,NULL,
FC829314-54B7-4571-BDCD-B3095450C372,EE1DCF6C-E060-466F-A5CF-72C4EDAC2B26,7,国电南瑞_70,国电南瑞,NULL,国电南瑞_70
7B15DA49-4122-48FC-834B-B31F59A45A0F,73F532E2-27D5-488C-A618-C84A164C5A6A,18,LW36-126(W)/T3150-40kA,江苏如高,NULL,LW36-126(W)/T3150-40kA
7761BBF5-7D56-4223-ABB1-B3287347DE82,EE1DCF6C-E060-466F-A5CF-72C4EDAC2B26,8,国能配套测风塔_70,国能配套,NULL,国能配套测风塔_70
64293876-05FA-4ACA-9498-B33A682BF262,73F532E2-27D5-488C-A618-C84A164C5A6A,15,ZN85-40.5/1250A-31.5kA,哈尔滨九洲电气股份有限公司,NULL,ZN85-40.5/1250A-31.5kA
70C2B851-5D28-47EC-8ED5-B362AD8F6992,9BF1D5DF-57F1-4903-B69C-A29329CF6BA3,19,DKSC-630-250/10,思源电气股份有限公司,NULL,DKSC-630-250/10
D2DB24D0-635F-4B79-8665-B3702C7BCBEA,FA7DC619-9F2C-43FB-9E2A-F7166660DDE0,13,TP-6200,北京旗云,NULL,
3894903B-2E20-43E7-8D1F-B42930375743,C8B96B26-9DC8-4B91-8655-22FF6E02A593,21,"Class 7230, Three Phase, Liquid Filled",SquareD,NULL,
88705E1E-032F-4B9C-8244-B480AC36D66C,458FB3C3-32BC-48FF-B910-C318C461E635,2,GP-PVH16-Z,深圳金宏威,NULL,GP-PVH16-Z
585ED33E-C659-47C8-818F-B4FF471518A8,049F4206-7700-4E39-A540-A912DD7FFC66,2,方阵,北京动力协合,NULL,
7E54A45C-BD7F-4A3F-8A39-B6677440BD47,82F9B6A3-4DE6-44A8-B3C3-B71A14917665,3,数据源,北京动力协合,NULL,
BEAD38F8-5877-4DF0-94DD-B893065A6297,641917AE-A7B4-4CA6-8141-B50BC3DEA9D4,7,北京国能日新系统3.8（软件版本号）,北京国能日新系统控制技术有限公司,NULL,北京国能日新系统3.8（软件版本号）
428526F7-D984-4678-A228-B92FD68F438F,B2BAC1C7-CA76-4150-9274-1B82C55DA90F,6,JKM-295P,晶科能源,NULL,JKM-295P
39BD0A5A-4707-4414-AF79-BA4C583057FA,E084FF31-2F1B-4E8B-BFA1-9C82E7B5CE84,20,KYN1-13.2dlxh,动力协合,NULL,KYN1-13.2dlxh
B1CB5D4C-6E06-4284-9AAD-BA51FB29DB7C,9E8DC174-A7AC-49E0-B94A-0B4CDC003CBF,4,BP-2C,长园深瑞,NULL,BP-2C
AD81720B-1B66-4612-A51F-BB93B6777C14,458FB3C3-32BC-48FF-B910-C318C461E635,5,PMD-A240K,阳光电源股份有限公司,NULL,PMD-A240K
6DF0C130-6FF6-4A57-8E8F-BBF69A6A5A0E,43A89653-168B-46D9-B47D-0B6C773C3AF9,15,Ingecon Sun 500 TL U X275 Outdoor,"Ingeteam ",NULL,
D01BC5EB-8E9E-4071-9DAB-BD5967714CFF,641917AE-A7B4-4CA6-8141-B50BC3DEA9D4,3,Huadeng_3E-ICR-100,东润环能,NULL,3E-ICR-100
01AD20CB-16B5-4B4E-8216-BD8C665A46A7,43A89653-168B-46D9-B47D-0B6C773C3AF9,10,PVI 95KW,SMA,NULL,
B68828D3-CE82-45ED-8474-BDF98D2EF5C4,73F532E2-27D5-488C-A618-C84A164C5A6A,2,LW10B-252(H)/4000-50,河南平高电气股份有限公司,NULL,LW10B-252(H)/4000-50
32DEA4FB-5E83-4E0F-BC60-BE67A248A775,7009BB03-B1A3-4EB7-A8C7-342C1F03DCA8,2,江华风场,蒙东协合,NULL,江华风场
9C690EB8-E8C2-45A9-B40B-BF2073C78263,0C109926-7918-4B91-9FB1-2F71B28BACD0,5,"RCS-9698G-220V（AGC) RCS-9794A-220V（AVC) ",南京南瑞继保电气有限公司,NULL,"RCS-9698G-220V（AGC) RCS-9794A-220V（AVC) "
16FDE6E2-37DA-45E9-B6B6-BF6D6078BE6A,7009BB03-B1A3-4EB7-A8C7-342C1F03DCA8,6,白泥井风场,会泽协合,NULL,白泥井风场
84A44BD1-18D8-4081-A772-C06DBC407682,458FB3C3-32BC-48FF-B910-C318C461E635,10,MODAQO-PVX-6,江苏大全,NULL,MODAQO-PVX-6
F6B3A3EC-6D87-419F-8083-C08C66005251,0C109926-7918-4B91-9FB1-2F71B28BACD0,4,DCAP-5088F,湖南紫光,NULL,DCAP-5088F
9D6FC333-A73F-4562-B23D-C090DC75275B,FA7DC619-9F2C-43FB-9E2A-F7166660DDE0,5,PC-4,锦州阳光气象科技有限公司,NULL,PC-4
B9EEECFA-8875-406C-AB10-C0DC3240AFCD,95E6DBCE-806D-4BE4-AC86-3CA2FBA5502C,3,NSVG-±11000/35,中国南车,NULL,NSVG-±11000/35
79F95C7E-2E52-4B94-9AA2-C17FDB6D1B5E,95E6DBCE-806D-4BE4-AC86-3CA2FBA5502C,19,PCS-9583-HSVG-GL-Y,南京南瑞,NULL,
564FDD68-0266-42F6-BD50-C18DE5E0E298,4E852BF7-FDAA-4D8C-A13C-4EFD09E4F9F3,30,DKS1-900-315,上海思源电气,NULL,
D979DB89-EB80-4C88-8E59-C2A5A73AA1A4,C8B96B26-9DC8-4B91-8655-22FF6E02A593,30,1500 kVA 3 Phase Pad-Mounted Transformer,ABB,NULL,
11149492-E9AC-4788-B930-C3776120DAF0,41042D23-F3AF-4DC1-AB23-A97950B6DD60,26,G90-C1_2.0MW_cangfang,歌美飒,2000.0000,G90-C1_2.0MW
CC8E8293-187B-4047-8AFD-C47CF069B818,E084FF31-2F1B-4E8B-BFA1-9C82E7B5CE84,4,DTJD01,平高集团,NULL,DTJD01
C443246E-BACC-4966-96A5-C4E10224F2AB,9BF1D5DF-57F1-4903-B69C-A29329CF6BA3,1,YE-250/10/0.4,上海庆泰电气,NULL,YE-250/10/0.4
766FBB6C-D312-48C0-AEB3-C6316AE06FE4,FA7DC619-9F2C-43FB-9E2A-F7166660DDE0,12,CYG_JLC,锦州阳光,NULL,CYG_JLC
43E76A25-9CEF-4FB4-B00F-C65683523CFE,E084FF31-2F1B-4E8B-BFA1-9C82E7B5CE84,1,LGJ-185/30,成都强力,NULL,LGJ-185/30
81DC2CE8-1D8C-4A51-9019-C6605F4236A4,C8B96B26-9DC8-4B91-8655-22FF6E02A593,10,DTE2220/36,ABB上海变压器厂,NULL,DTE2220/36
75C5A892-D674-434B-8B89-C664058BD8B3,9E8DC174-A7AC-49E0-B94A-0B4CDC003CBF,8,铜排80×10,山东泰开,NULL,铜排80×10
574F1C6C-9131-4AFE-BFC0-C7875051FB64,458FB3C3-32BC-48FF-B910-C318C461E635,14,STG.CBC.13.BJAJN0110-250,Shoals Technologies Group,NULL,
B9ABD630-945D-4B0D-BB1E-C9D778D13749,7009BB03-B1A3-4EB7-A8C7-342C1F03DCA8,4,仓房风电场,会泽协合风力发电有限公司,NULL,仓房风电场
7551329D-5CCE-4F33-A0B8-CB388BF8D50F,41042D23-F3AF-4DC1-AB23-A97950B6DD60,27,GW115/2000_yinmahu,金风,2000.0000,GW115/2000
81C7BAAC-985C-4046-975F-CB40CF4B0E8E,EF6594F0-8DAF-40B5-93A3-144F12EE8E6C,3,SSZ11-100000/110,特变电工,NULL,SSZ11-100000/110
E52602D8-DF71-4C98-947A-CBD8CBD53CBB,41042D23-F3AF-4DC1-AB23-A97950B6DD60,9,SL1500/82,华锐,1500.0000,SL1500/82
18A5DDF3-86D5-4E43-97D2-CC49FA80E82F,43A89653-168B-46D9-B47D-0B6C773C3AF9,11,PVI 60KW,Solectria,NULL,
27F8D743-06DE-461A-B881-CED6F9F35EF1,641917AE-A7B4-4CA6-8141-B50BC3DEA9D4,16,V2.0,东润环能,NULL,V2.0
4869F635-644F-42F0-B599-CEF80868A50C,4E852BF7-FDAA-4D8C-A13C-4EFD09E4F9F3,4,Huadeng_ZMD402CT44.0457 S2,兰吉尔仪表系统（珠海）有限公司,NULL,ZMD402CT44.0457 S2
61D0EA00-91B4-480B-A428-CF2331D76CFE,4E852BF7-FDAA-4D8C-A13C-4EFD09E4F9F3,3,ZMD402CT44.0457 S2,兰吉尔仪表系统（珠海）有限公司,NULL,ZMD402CT44.0457 S2
0A98A667-5A36-42EF-9485-CF42D08A98E8,43A89653-168B-46D9-B47D-0B6C773C3AF9,14,SPI500K-B,厦门科华公司,NULL,
